('哪一颗牙最后一次长出来？', '答案: 假牙')
('茉莉花，太阳花，玫瑰花，哪一朵花最没力 ?', '茉莉花，太阳花，玫瑰花，哪一朵花最没力 ?&mdash;&mdash; 答案: 茉莉花因为好一朵没力(茉莉花)花')
('五月五日是我国人民传统节日：端午节，是伟大诗人屈原投江的日子，那么你知道五月十二日是什么日子吗?', '五月五日是我国人民传统节日：端午节，是伟大诗人屈原投江的日子，那么你知道五月十二日是什么日子吗? &mdash;&mdash; 答案: 屈原烧“头七”的日子')
('那一种飞弹可以用每小时30公里的超低并贴近地表二公尺左右的高度直扑目标而去，中途还可以90度急转弯？', '那一种飞弹可以用每小时30公里的超低速，并贴近地表二公尺左右的高度直扑目标而去，中途还可以90度急转弯？ &mdash;&mdash; 答案: 载在车上的飞弹\u3000\u3000')
('远东百货遭小偷，警察立刻封锁住所有出口，但为什么小偷仍逃了出去，为什么？', '远东百货遭小偷，警察立刻封锁住所有出口，但为什么小偷仍逃了出去，为什么？&mdash;&mdash; 答案: 小偷可以从入口逃走呀\u3000\u3000')
('一个老大爷住在一栋18层的房子了，但他天天都不用电梯？为什么？', '一个老大爷住在一栋18层的房子了，但他天天都不用电梯？为什么？&mdash;&mdash; 答案: 因为他住一楼')
('羊不呼吸了叫什么？（打一成语）', '羊不呼吸了叫什么？（打一成语） &mdash;&mdash; 答案: 扬眉吐气')
('小明每天写信给他的女朋友，共寄了七封，但他的女朋友珍妮，每天却只收到一封信，为什么？', '为什么流氓坐车不用给钱？ &mdash;&mdash; 答案: 他在坐警车')
('什么话是世界通用的？', '什么话是世界通用的？----电话')
('老詹养了一只狗，并且从來不帮狗洗澡，为什么狗不会生跳蚤呢？', '老詹养了一只狗，并且从來不帮狗洗澡，为什么狗不会生跳蚤呢？&mdash;&mdash; 答案: 因为狗只会生小狗')
('一只羊碰到一头老虎，非但不怕，而且还把那头老虎给吃了，这是怎么回事？', '一只羊碰到一头老虎，非但不怕，而且还把那头老虎给吃了，这是怎么回事？&mdash;&mdash; 答案: 那是只纸考虎')
('书中说狐狸精最擅长迷惑男人，那么什么"精"男女一起迷?', '狐狸精最擅长迷惑男人，那么什么&quot;精&quot;男女一起迷? &mdash;&mdash; 答案: 酒精')
('太阳和月亮在一起是哪一天？', '太阳和月亮在一起是哪一天？ &mdash;&mdash; 答案: 明天')
('借什么可以不还', '问：借什么可以不还？\u3000\u3000答：借光。')
('怎样用三根筷子搭成比三大比四小的数', '问：怎样用三根筷子搭成比三大比四小的数？\u3000\u3000答：圆周率。')
('骑马的狩猎人，是怎么走路的', '问：骑马的狩猎人，是怎么走路的？\u3000\u3000答：用马步。')
('一头被10公尺绳子栓住的老虎，要如何吃到20公尺外的草', '问：一头被10公尺绳子栓住的老虎，要如何吃到20公尺外的草？\u3000\u3000答：老虎...不吃草。')
('小李因工作需要常应酬交际，虽然每天都很早回家，可是老婆还是抱怨不断。为什么', '问：小李因工作需要常应酬交际，虽然每天都很早回家，可是老婆还是抱怨不断。为什么？\u3000\u3000答：他是早上回家。')
('黑鸡厉害还是白鸡厉害?为什么', '问：黑鸡厉害还是白鸡厉害?为什么？\u3000\u3000答：黑鸡会生白蛋，白鸡不会生黑蛋。')
('芳芳在学校门口将学生证掉了，它该怎么办', '问：芳芳在学校门口将学生证掉了，它该怎么办？\u3000\u3000答：她该捡起来。')
('一个阴森的夜晚，眼前站着长发披肩，身穿白衣脸色苍白的一个女孩，用手去摸她，却摸不着，为什么', '问：一个阴森的夜晚，眼前站着长发披肩，身穿白衣脸色苍白的一个女孩，用手去摸她，却摸不着，为什么？\u3000\u3000答：隔着窗户。')
('小云和阿花已经结婚了，为什么他们还偷偷摸摸的约会呢', '问：小云和阿花已经结婚了，为什么他们还偷偷摸摸的约会呢？\u3000\u3000答：他们分别是和别人约会。')
('书店里买不到什么书', '问：书店里买不到什么书？\u3000\u3000答：遗书。')
('一只已经饥饿以久的狼看见一只绵羊，却马上跑了，为什么', '问：一只已经饥饿以久的狼看见一只绵羊，却马上跑了，为什么？\u3000\u3000答：因为他跑去追羊。')
('进动物园后，最先看到的是哪种动物', '问：进动物园后，最先看到的是哪种动物？\u3000\u3000答：人。')
('小明从不念书却得了模范生，为什么', '问：小明从不念书却得了模范生，为什么？\u3000\u3000答：小明是聋哑学生。')
('为什么大部份佛教徒都在北半球', '问：为什么大部份佛教徒都在北半球？\u3000\u3000答：南&ldquo;无&rdquo;阿弥陀佛。')
('有一天，有一班学生正在小考，有一个学生，他答出来之后，为什么老师还打了他一顿', '问：有一天，有一班学生正在小考，有一个学生，他答出来之后，为什么老师还打了他一顿？\u3000\u3000答：因为他把答案念给同学听。')
('为什么小弟开车遇见交叉道从不停车', '问：为什么小弟开车遇见交叉道从不停车？\u3000\u3000答：因为他以前是开火车的。')
('什么虎会吓人但并不吃人', '问：什么虎会吓人但并不吃人？\u3000\u3000答：壁虎。')
('小刚从5000米高的飞机上跳伞，过了两个小时才落到地面，为什么', '问：小刚从5000米高的飞机上跳伞，过了两个小时才落到地面，为什么？\u3000\u3000答：他挂在了树上。')
('杰克应该把游艇开到红海去，却到了黑海，为什么', '问：杰克应该把游艇开到红海去，却到了黑海，为什么？\u3000\u3000答：他是色盲。')
('假如在海上，你的船破了一个洞，此时你该怎么办', '问：假如在海上，你的船破了一个洞，此时你该怎么办？\u3000\u3000答：再挖一个洞，让水流出去。')
('可乘30人的船，才装了10人后就沉进了水里', '问：可乘30人的船，才装了10人后就沉进了水里？\u3000\u3000答：此船是潜艇。')
('冶金学------打一本书（小说）名', '问：冶金学------打一本书（小说）名？\u3000\u3000答：《钢铁是怎样炼成的》。')
('李红每次赛跑都是倒数第一,这次却是正数第一,为什么', '问：李红每次赛跑都是倒数第一,这次却是正数第一,为什么？\u3000\u3000答：只她一人。')
('婆婆烫头发是什么', '问：婆婆烫头发是什么？\u3000\u3000答：银丝卷。')
('世界上最舒服的地方在哪里', '问：世界上最舒服的地方在哪里？\u3000\u3000答：妈妈的肚子里。')
('什么马不会跑', '问：什么马不会跑？\u3000\u3000答：木马。')
('可以天天躺在枕头上工作一辈子的是什么', '问：可以天天躺在枕头上工作一辈子的是什么？\u3000\u3000答：铁轨。')
('一个老大爷住在一栋18层的房子了，但他天天都不用电梯？为什么', '问：一个老大爷住在一栋18层的房子了，但他天天都不用电梯？为什么？\u3000\u3000答：因为他住一楼。')
('放一支铅笔在地上,要使任何人都无法跨过,怎么做', '问：放一支铅笔在地上,要使任何人都无法跨过,怎么做？\u3000\u3000答：放在墙边。')
('有什么办法能使眉毛长在眼的下面', '问：有什么办法能使眉毛长在眼的下面？\u3000\u3000答：倒立。')
('什么东西象大象一样但毫无重量?', '什么东西象大象一样但毫无重量? &mdash;&mdash; 答案: 大象的影子')
('除了火车以外，世界上什么车最长？', '除了火车以外，世界上什么车最长？ &mdash;&mdash; 答案: 赛车')
('向日葵会随着太阳而转动，请问阴天的时候会向着哪里？', '向日葵会随着太阳而转动，请问阴天的时候会向着哪里？ &mdash;&mdash; 答案: 向着光头的人')
('载满货物的货车，一人在前面推，一人在后面拉，货车还可能向前进吗？', '有辆载满货物的货车，一人在前面推，一人在后面拉，货车还可能向前进吗？&mdash;&mdash; 答案: 可能，此车在下坡时\u3000\u3000')
('老张二十多年一直卖假货，为什么大家却认为他是大好人？', '老张二十多年一直卖假货，为什么大家却认为他是大好人？ &mdash;&mdash; 答案: 老张卖的是假发')
('什么贵重的东西最容易不翼而飞？', '什么贵重的东西最容易不翼而飞？ &mdash;&mdash; 答案: 人造卫星')
('如果地球爆炸，哪两个地方最安全？', '如果地球爆炸，哪两个地方最安全？ &mdash;&mdash; 答案: 天堂、地狱')
('新兵阿国：“报告班长！我的豆浆里有一只苍蝇。”为什么班长却若无其事的告诉他放心喝，没有问题的？', '新兵阿国：“报告班长！我的豆浆里有一只苍蝇。”为什么班长却若无其事的告诉他放心喝，没有问题的？ &mdash;&mdash; 答案: 因为馒头里的蜘蛛会把苍蝇吃掉')
('住在什么样的家里，脚不出家门就可以上班工作？', '住在什么样的家里，脚不出家门就可以上班工作？ &mdash;&mdash; 答案: 国家')
('两个从未见面却能谈成几笔生意，能吗？', '两个从未见面却能谈成几笔生意，能吗？ &mdash;&mdash; 答案: 可能，通过电话、互联网等工具')
('有一只老鼠碰到一堆屎，从上面过去了却留下三只脚印问为什么？（注:不是三只脚）', '有一只老鼠碰到一堆屎，从上面过去了却留下三只脚印问为什么？（注:不是三只脚）&mdash;&mdash; 答案: 用一只脚捏着鼻子呢\u3000\u3000')
('在“不，仁，王，O，吾”的“O”位置，应当填写“东，南，西，北，中”的哪个字？', '在“不，仁，王，O，吾”的“O”位置，应当填写“东，南，西，北，中”的哪个字？&mdash;&mdash; 答案: 应该是西！因为前几个字中分别有一、二、三、五')
('时钟什么时候不会走？', '时钟什么时候不会走？ &mdash;&mdash; 答案: 时钟本来就不会走')
('美好的开端（打一字）?', '美好的开端（打一字）? &mdash;&mdash; 答案: 姜')
(' 睡美人最怕什么?', '睡美人最怕什么? &mdash;&mdash; 答案: 失眠\u3000')
('顶地立天是什么意思？', '顶地立天是什么意思？ &mdash;&mdash; 答案: 倒立')
('小王跑步为什么总是保持一个姿势不变？', '小王跑步为什么总是保持一个姿势不变？ &mdash;&mdash; 答案: 因为他在照片中')
('汤姆因为把墨水泼在地毯上而挨了骂，可他觉得委屈，为什么？', '汤姆因为把墨水泼在地毯上而挨了骂，可他觉得委屈，为什么？&mdash;&mdash; 答案: 他觉得墨水不贵')
('一只母猪带着10只小猪过河，背叼3只，过河后一算，还是10只小猪，为什么？', '一只母猪带着10只小猪过河，背叼3只，过河后一算，还是10只小猪，为什么？&mdash;&mdash; 答案: 母猪不会算数')
('为什么越有钱的人死了，棺材都越大？', '为什么越有钱的人死了，棺材都越大？ &mdash;&mdash; 答案: 翻身比较方便')
('一年四季都盛开的花是什么花？', '一年四季都盛开的花是什么花？ &mdash;&mdash; 答案: 塑料花')
('两只狗赛跑，甲狗跑得快，乙狗跑得慢，跑到终点时，哪只狗出汗多?', '两只狗赛跑，甲狗跑得快，乙狗跑得慢，跑到终点时，哪只狗出汗多?&mdash;&mdash; 答案: 狗不会出汗\u3000\u3000')
('如果明天就是世界末日，为什么今天就有人想自杀？', '如果明天就是世界末日，为什么今天就有人想自杀？ &mdash;&mdash; 答案: 去天堂占位置')
('小明点了一份全熟的牛排，但是为什么一切下去居然流出血来？', '小明点了一份全熟的牛排，但是为什么一切下去居然流出血来？&mdash;&mdash; 答案: 因为不小心切到手了\u3000\u3000')
('猴子在树上摘菠萝，一分钟一个，十分钟摘多少个？', '猴子在树上摘菠萝，一分钟一个，十分钟摘多少个？ &mdash;&mdash; 答案: 菠萝不长在树上')
('华先生有个本领，那就是能让见到他的人，都会自动手心朝上。这是怎么回事？', '华先生有个本领，那就是能让见到他的人，都会自动手心朝上。这是怎么回事？&mdash;&mdash; 答案: 因为他是个中医')
('男人在一起喝酒，为什么非划拳不可？', '男人在一起喝酒，为什么非划拳不可？ &mdash;&mdash; 答案: 敬酒不吃吃罚酒')
